Record ID,Bug ID,Author,Source,URL,Project,CommitDate
94e9dcf,41116,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=41116,freebsd,2019-03-23
91e6811,41116,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=41116,freebsd,2019-03-23
e6ec44c,40986,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=40986,freebsd,2019-03-12
d64d00c,40986,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=40986,freebsd,2019-03-12
381ab04,40712,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=40712,freebsd,2019-02-14
844d2d3,40712,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=40712,freebsd,2019-02-14
54553da,38530,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=38530,freebsd,2019-02-13
cd43497,38530,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=38530,freebsd,2019-02-13
c232a6c,40206,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-10
b11436d,40206,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-10
bc8fc00,40206,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-09
8eb3289,40206,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-09
94ba333,40206,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-09
3a3bb53,40206,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=40206,freebsd,2019-02-09
b371a9f,37538,Ed Maste,llvm,https://bugs.llvm.org/show_bug.cgi?id=37538,freebsd,2018-10-11
22612b4,37538,emaste,llvm,https://bugs.llvm.org/show_bug.cgi?id=37538,freebsd,2018-10-11
f545058,38798,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=38798,freebsd,2018-09-16
2430a7e,38798,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=38798,freebsd,2018-09-16
af5b964,34347,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=34347,freebsd,2018-08-18
ef28bd8,34347,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=34347,freebsd,2018-08-18
a0e8aab,36432,Dimitry Andric,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=36432,freebsd,2018-06-11
4b1911f,36432,dim,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=36432,freebsd,2018-06-11
6609261,83201,Konstantin Belousov,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83201,freebsd,2018-06-11
26c8a03,83201,kib,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83201,freebsd,2018-06-11
6ec30ab,37133,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=37133,freebsd,2018-04-14
5a917c0,37133,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=37133,freebsd,2018-04-14
c85e8ae,35724,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=35724,freebsd,2018-03-17
bf22ec6,35724,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=35724,freebsd,2018-03-17
18672e1,36116,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=36116,freebsd,2018-03-17
077d36a,36116,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=36116,freebsd,2018-03-17
14bd370,36577,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=36577,freebsd,2018-03-09
a3fedce,36577,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=36577,freebsd,2018-03-09
5a559c7,24239,jhibbits,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=24239,freebsd,2018-02-11
e4803b1,24239,Justin Hibbits,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=24239,freebsd,2018-02-11
89a9f9b,31362,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=31362,freebsd,2018-02-09
b1562cf,31362,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=31362,freebsd,2018-02-09
144a105,35788,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=35788,freebsd,2018-01-10
18a7633,35788,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=35788,freebsd,2018-01-10
5d163b0,35749,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=35749,freebsd,2017-12-29
2055323,35749,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=35749,freebsd,2017-12-29
5826cfa,31582,emaste,llvm,https://bugs.llvm.org/show_bug.cgi?id=31582,freebsd,2017-12-05
a6aca65,31582,Ed Maste,llvm,https://bugs.llvm.org/show_bug.cgi?id=31582,freebsd,2017-12-05
14adb10,35023,mmel,llvm,https://bugs.llvm.org/show_bug.cgi?id=35023,freebsd,2017-11-27
30347b7,35023,Michal Meloun,llvm,https://bugs.llvm.org/show_bug.cgi?id=35023,freebsd,2017-11-27
04dc31b,32142,dim,llvm,https://bugs.llvm.org/show_bug.cgi?id=32142,freebsd,2017-03-06
d754696,32142,Dimitry Andric,llvm,https://bugs.llvm.org/show_bug.cgi?id=32142,freebsd,2017-03-06
47616ff,78968,kib,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=78968,freebsd,2017-01-08
b7c7684,78968,Konstantin Belousov,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=78968,freebsd,2017-01-08
6976026,39219,pfg,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39219,freebsd,2015-10-12
e277c15,39219,Pedro F. Giffuni,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39219,freebsd,2015-10-12
1bb3c00,67888,rodrigc,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67888,freebsd,2015-10-08
4c92141,67888,Craig Rodrigues,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67888,freebsd,2015-10-08
76a5c6a,48211,dim,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=48211,freebsd,2014-12-11
bf1cd11,48211,dim,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=48211,freebsd,2014-12-05
b42a695,48211,Dimitry Andric,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=48211,freebsd,2014-12-05
b3f67be,33256,Oleksandr Tymoshenko,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=33256,freebsd,2012-05-01
e93013a,33256,gonzo,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=33256,freebsd,2012-05-01
3fcd159,35965,fabient,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=35965,freebsd,2011-11-09
da5a448,35965,Fabien Thomas,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=35965,freebsd,2011-11-09
062f7fc,31899,bms,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=31899,freebsd,2009-07-22
f667763,31899,Bruce M Simpson,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=31899,freebsd,2009-07-22
a099abc,32500,ache,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=32500,freebsd,2007-06-27
3f5b2c2,32500,Andrey A. Chernov,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=32500,freebsd,2007-06-27
aef25be,99714,Nathan Chancellor,llvm issues,https://github.com/llvm/llvm-project/issues/99714,linux,2024-12-18
d938150,117912,Yafang shao,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=117912,linux,2024-12-05
5fe6caa,85647,Andrej Shadura,llvm issues,https://github.com/llvm/llvm-project/issues/85647,linux,2024-11-15
5b188cc,116912,Sean Christopherson,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=116912,linux,2024-11-05
0b98465,57031,Naveen N Rao,llvm issues,https://github.com/llvm/llvm-project/issues/57031,linux,2024-10-31
894b00a,117196,Marco Elver,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=117196,linux,2024-10-23
f2f6a8e,113921,Mark Rutland,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113921,linux,2024-07-19
dbaaabd,20571,Linus Torvalds,llvm issues,https://github.com/llvm/llvm-project/issues/20571,linux,2024-05-23
dbaaabd,20571,Linus Torvalds,llvm issues,https://github.com/llvm/llvm-project/issues/20571,linux,2024-05-23
8092162,88119,Edward Liaw,llvm issues,https://github.com/llvm/llvm-project/issues/88119,linux,2024-04-25
9bf4e91,85647,Nathan Chancellor,llvm issues,https://github.com/llvm/llvm-project/issues/85647,linux,2024-04-25
81741e8,55520,Ricardo Ribalda,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2024-04-15
2abcd95,55520,Ricardo Ribalda,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2024-04-15
309422d,55520,Ricardo Ribalda,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2024-04-15
af682b7,82339,Alexei Starovoitov,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82339,linux,2024-04-04
b6540de,111736,Uros Bizjak,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=111736,linux,2024-03-25
9c1b86f,38013,Nathan Chancellor,llvm issues,https://github.com/llvm/llvm-project/issues/38013,linux,2024-02-23
68fb3ca,103979,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=103979,linux,2024-02-16
68fb3ca,113921,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113921,linux,2024-02-16
4356e9f,98619,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98619,linux,2024-02-10
4356e9f,110420,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=110420,linux,2024-02-10
4356e9f,110422,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=110422,linux,2024-02-10
90773aa,113214,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113214,linux,2024-02-08
774ef5d,113214,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=113214,linux,2024-02-03
cda5f94,71001,Masahiro Yamada,llvm issues,https://github.com/llvm/llvm-project/issues/71001,linux,2024-01-31
8deb05c,77813,Kees Cook,llvm issues,https://github.com/llvm/llvm-project/issues/77813,linux,2024-01-24
021d234,50505,Wende Tan,llvm issues,https://github.com/llvm/llvm-project/issues/50505,linux,2024-01-23
021d234,59350,Wende Tan,llvm issues,https://github.com/llvm/llvm-project/issues/59350,linux,2024-01-23
021d234,65090,Wende Tan,llvm issues,https://github.com/llvm/llvm-project/issues/65090,linux,2024-01-23
61a40c1,55669,Alexei Starovoitov,llvm issues,https://github.com/llvm/llvm-project/issues/55669,linux,2024-01-05
588a90a,95755,Herbert Xu,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=95755,linux,2023-11-17
ca06ef9,95755,Herbert Xu,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=95755,linux,2023-10-20
e29aad0,111736,Uros Bizjak,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=111736,linux,2023-10-11
89775a2,99090,Nathan Chancellor,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99090,linux,2023-08-31
ae7936d,64080,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/64080,linux,2023-08-16
7a0fd5e,110899,Marco Elver,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=110899,linux,2023-08-16
71c8f9c,110743,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=110743,linux,2023-07-27
71c8f9c,108402,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108402,linux,2023-07-27
c40e60f,78736,Borislav Petkov (AMD),gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=78736,linux,2023-07-24
8bcf314,55520,Rahul Rameshbabu,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2023-07-09
d24da1f,63220,Naveen N Rao,llvm issues,https://github.com/llvm/llvm-project/issues/63220,linux,2023-06-19
6d074ce,107405,Bart Van Assche,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=107405,linux,2023-05-31
dd06e72,108896,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108896,linux,2023-05-31
09e8c25,108370,David Howells,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108370,linux,2023-05-24
09e8c25,108371,David Howells,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108371,linux,2023-05-24
514ca14,94722,ndesaulniers@google.com,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94722,linux,2023-05-16
d966c3c,44842,Andrea Righi,llvm issues,https://github.com/llvm/llvm-project/issues/44842,linux,2023-04-20
9df3f50,94891,Mark Rutland,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94891,linux,2023-04-13
a3046a6,99652,David Gow,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99652,linux,2023-04-04
9af0f55,82457,James Hilliard,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82457,linux,2023-04-01
51287dc,108777,Marco Elver,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108777,linux,2023-03-03
1a2c73f,61045,Jiaxun Yang,llvm issues,https://github.com/llvm/llvm-project/issues/61045,linux,2023-03-01
2508708,108483,Michael Karcher,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108483,linux,2023-02-27
1a30a6b,101832,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101832,linux,2023-02-16
8849818,53383,David Gow,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53383,linux,2023-02-11
78f7a3f,60349,Eric Biggers,llvm issues,https://github.com/llvm/llvm-project/issues/60349,linux,2023-02-09
5a6b64a,108634,Sam James,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=108634,linux,2023-02-03
16a738f,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2023-01-28
87c7ee6,59037,Masahiro Yamada,llvm issues,https://github.com/llvm/llvm-project/issues/59037,linux,2023-01-26
8f9e0a5,88345,Mark Rutland,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88345,linux,2023-01-24
c27cd08,88345,Mark Rutland,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88345,linux,2023-01-24
56c5dab,36113,Jiri Slaby (SUSE),gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=36113,linux,2022-12-29
6a7ee50,50764,Arnd Bergmann,llvm issues,https://github.com/llvm/llvm-project/issues/50764,linux,2022-12-19
09ccde9,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-12-16
ff1cc97,36113,Jiri Slaby (SUSE),gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=36113,linux,2022-12-15
2d4ee16,36113,Jiri Slaby (SUSE),gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=36113,linux,2022-12-14
f077880,107917,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=107917,linux,2022-12-06
f077880,107405,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=107405,linux,2022-12-06
ab0350c,12213,James Hilliard,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=12213,linux,2022-12-05
278ab97,97490,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97490,linux,2022-12-01
6f6cb17,41896,Lee Jones,llvm issues,https://github.com/llvm/llvm-project/issues/41896,linux,2022-12-01
25b2483,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-23
b5e72d2,96503,Vlastimil Babka,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=96503,linux,2022-11-21
6fa57d7,96503,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=96503,linux,2022-11-21
bd3fe58,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-16
93e3f45,82365,Sathvika Vasireddy,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82365,linux,2022-11-15
93e3f45,106751,Sathvika Vasireddy,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=106751,linux,2022-11-15
7989d0b,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-11
e50db38,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-10
d96d0f9,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-09
1d2e9b6,55656,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/55656,linux,2022-11-09
a2faac3,48894,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=48894,linux,2022-11-09
320e259,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-05
c81c5bd,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-11-05
26117d9,105679,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-10-20
542f25a,101836,Paulo Miguel Almeida,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-10-18
2577a58,105679,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-10-12
d174768,105679,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-10-11
aabf615,105679,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-10-07
4af609b,105679,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-10-07
943deb6,101836,Gustavo A. R. Silva,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-10-06
865dad2,107048,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=107048,linux,2022-10-04
fd2f045,101836,Gustavo A. R. Silva,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-09-26
54d9469,101832,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101832,linux,2022-09-08
c0a454b,106671,Mark Brown,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=106671,linux,2022-09-06
b0839b2,57102,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/57102,linux,2022-09-05
a0a12c3,48637,Nick Desaulniers,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=48637,linux,2022-08-22
ffcf9c5,57009,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/57009,linux,2022-08-11
0d362be,57009,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/57009,linux,2022-08-11
1d3551c,105930,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105930,linux,2022-08-11
cb928ac,57031,Naveen N. Rao,llvm issues,https://github.com/llvm/llvm-project/issues/57031,linux,2022-08-10
a4cb6e6,55520,Marc Kleine-Budde,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2022-08-09
e2b5421,101836,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101836,linux,2022-08-03
43c249e,58670,Uros Bizjak,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,linux,2022-07-18
e5d523f,56289,Nick Desaulniers,llvm issues,https://github.com/llvm/llvm-project/issues/56289,linux,2022-07-15
1b86678,48553,Nathan Chancellor,llvm issues,https://github.com/llvm/llvm-project/issues/48553,linux,2022-07-11
1841025,55578,James Hilliard,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=55578,linux,2022-07-09
1841025,90400,James Hilliard,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=90400,linux,2022-07-09
e830315,55514,Nathan Chancellor,llvm issues,https://github.com/llvm/llvm-project/issues/55514,linux,2022-06-17
dfe21e6,105679,Sean Christopherson,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105679,linux,2022-06-10
7e41528,102103,Murilo Opsfelder Araujo,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102103,linux,2022-06-01
1a6dd99,55520,Vincent Mailhol,llvm issues,https://github.com/llvm/llvm-project/issues/55520,linux,2022-05-20
aeb8441,99578,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2022-05-19
e9953b7,55411,Heiko Carstens,llvm issues,https://github.com/llvm/llvm-project/issues/55411,linux,2022-05-17
95fee37,56888,Michal Simek,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=56888,linux,2022-04-21
